id,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,gender,accent
717,1505.6101,1136.265,1274.8914,749.3078,1658.903,909.59515,-0.10973231,0.7081534,1.1622747,0.0023691703,753.30505,1505.6101,9.839589,152.89206,3989.837,0.03459219,0.0010874507,64.501816,64.500725,2736.5303,nan,nan
718,1502.4197,1231.0978,1017.3184,729.7816,1625.2327,895.451,-0.04360483,0.3536395,0.94080275,0.0026594794,751.70984,1502.4197,7.5393996,152.35489,3992.3833,0.0543833,0.00091835373,84.166725,84.16581,2664.0625,nan,nan
719,1717.0068,1133.1893,1443.619,864.80493,2105.4224,1240.6174,-0.09498669,0.59749424,1.3039767,0.0025559987,859.0034,1717.0068,14.399408,152.71654,3991.1887,0.028475631,0.00040809778,51.62244,51.622032,3112.7334,nan,nan
720,2499.9531,1919.9991,1510.1487,1120.3619,3704.7983,2584.4365,0.004518716,-0.003260368,1.7754598,0.0038610147,1250.4766,2499.9531,14.770753,152.41205,3993.361,0.046702657,0.00028331956,76.95357,76.953285,4473.2256,nan,nan
721,3087.7505,1518.6906,2986.741,2098.9912,3553.4646,1454.4734,0.0109051075,1.0339563,1.0705082,0.0051949457,1544.3752,3087.7505,7.9266963,154.87221,3992.6526,0.020664167,0.0002656872,45.591072,45.590805,6944.0825,nan,nan
722,3857.2124,1789.5541,3886.8887,2562.1545,4861.7837,2299.629,-0.1993027,0.82009125,2.6895928,0.011722579,1929.1062,3857.2124,30.781303,152.55885,3995.9966,0.017863026,1.1114248e-07,78.045425,78.045425,7347.1855,nan,nan
723,3437.2078,1821.5087,3181.9182,2128.9912,4346.892,2217.9011,-0.08267228,0.5478465,2.2872825,0.015132137,1719.1039,3437.2078,25.938684,152.93753,3995.0615,0.021342002,7.347749e-08,63.643597,63.643597,6968.443,nan,nan
724,2990.865,2525.463,1390.44,747.79736,5952.765,5204.968,-0.2485588,0.33275896,1.1764164,0.022765879,1495.9325,2990.865,8.738719,153.24161,3996.0715,0.012210281,7.768574e-06,31.728224,31.728216,5990.512,male,nan
725,1746.7416,1097.0986,1333.9235,912.77313,2414.154,1501.381,-0.09221625,0.12616591,1.6685246,0.003347357,873.8708,1746.7416,23.622202,153.24306,3992.1409,0.043418795,5.358335e-06,50.74643,50.746426,3069.5781,male,us
726,1718.694,1059.1472,1276.8378,905.387,2514.568,1609.181,-0.08225192,0.11952982,1.4485555,0.0035432053,859.847,1718.694,19.744032,152.34529,3992.8853,0.04202343,9.0455214e-05,58.049408,58.049316,3064.3513,male,us
727,1722.5836,1162.896,1209.7449,946.39777,2387.94,1441.5421,-0.030052144,-0.044666003,1.5354841,0.0038904261,861.7918,1722.5836,18.432096,153.07121,3992.837,0.05913447,5.196267e-06,54.508717,54.508713,3001.2922,male,us
728,2045.1156,1299.1783,1592.5242,1011.9208,2765.5115,1753.5907,-0.14592299,0.06914379,1.8262006,0.0063900324,1023.0578,2045.1156,24.910742,154.57468,3993.2969,0.04331867,2.6508787e-06,100.67111,100.67111,3617.1267,male,us
729,1859.4316,1160.5042,1471.7621,1000.6256,2567.4958,1566.8704,-0.09595217,0.14328702,1.740889,0.0068062805,930.2158,1859.4316,20.528439,152.61185,3991.7107,0.059120126,1.4768179e-06,82.67159,82.67159,3448.9678,male,us
730,1748.1611,1228.1744,1097.1469,843.8028,2651.3206,1807.5177,-0.07126899,0.055381913,1.7589271,0.005059408,874.58057,1748.1611,23.354218,152.65051,3992.8718,0.050942693,7.5219657e-07,53.8405,53.8405,3032.4036,male,us
731,1495.1674,1137.6133,1007.7295,825.24817,1888.3005,1063.0524,-0.048973717,0.10282741,1.4007528,0.0032709006,748.0837,1495.1674,15.274314,152.44887,3995.3147,0.065778136,1.4893257e-06,70.97045,70.97045,2561.8464,male,us
732,1811.1193,1171.6411,1266.0503,954.8002,2524.4841,1569.6841,-0.14786589,0.003467381,1.7185758,0.004031359,906.05963,1811.1193,20.238344,153.04669,3994.7483,0.042797353,2.0355565e-06,52.264576,52.264572,3257.5361,male,us
733,1804.1221,1142.4183,1327.507,871.7956,2653.0586,1781.263,-0.0765263,0.1283838,1.5634942,0.0036375348,902.56104,1804.1221,21.756563,152.49011,3991.8037,0.05001296,4.925949e-05,65.514854,65.51481,3142.1582,male,us
734,1774.5487,1207.429,1220.9613,724.45856,2704.39,1979.9312,-0.11889994,0.08133789,1.5635583,0.004302432,887.77435,1774.5487,19.906261,153.30457,3995.455,0.034856066,1.19105195e-07,67.201,67.201,3181.5784,male,us
735,2276.4387,1145.905,2515.0227,1351.956,2793.94,1441.984,-0.120705284,0.25673115,1.6869777,0.0052841264,1138.7194,2276.4387,26.854704,152.40439,3994.8035,0.028445711,2.246522e-07,42.934624,42.934624,4225.457,male,us
736,2335.6553,1223.0789,2433.1685,1318.0876,2711.611,1393.5233,-0.02990624,0.27156296,1.782413,0.0052803266,1168.3276,2335.6553,22.802307,153.95738,3990.3748,0.01989015,4.814757e-06,30.46584,30.465834,4174.268,male,us
737,1797.6301,1180.0239,1303.2081,941.0098,2548.7559,1607.7461,-0.11211373,-0.060361348,1.8690256,0.004166463,899.31506,1797.6301,25.405481,152.3463,3994.4507,0.04285262,1.7004622e-07,42.736603,42.736603,3256.3086,male,us
738,1825.8453,1187.1274,1487.7184,883.31024,2614.4172,1731.107,-0.1656505,0.19330935,1.7259084,0.010234057,913.42267,1825.8453,20.604734,153.34904,3990.6365,0.03724943,1.6228927e-06,72.07305,72.07305,3430.995,male,us
739,2386.3696,1508.3125,2113.4377,1137.143,3417.2192,2280.0764,-0.18216117,0.33999616,1.0108654,0.013578684,1193.6848,2386.3696,7.5615954,152.56256,3995.722,0.022122428,2.2733577e-06,62.222176,62.22217,4982.683,nan,nan
740,3384.052,1354.8307,3693.8247,2113.158,4440.732,2327.5737,0.13549297,0.6519591,2.6997688,0.015198429,1692.526,3384.052,41.8955,152.86475,3995.822,0.010565858,9.333541e-07,21.81992,21.81992,5725.3096,nan,nan
741,3260.8706,1765.1699,3710.7017,1283.5378,4681.343,3397.8047,-0.043732326,-0.08557384,1.67191,0.0052343626,1630.9353,3260.8706,19.292852,152.35449,3993.9329,0.042418037,8.847476e-06,107.119354,107.11935,6448.572,nan,nan
742,3881.0925,2696.9138,3954.5706,1075.0247,5978.5083,4903.4834,-0.09806372,0.119954005,1.3924992,0.0044232057,1941.0463,3881.0925,7.164266,153.3834,3993.6047,0.021931207,3.6139793e-06,57.216446,57.216442,8175.791,nan,nan
743,2154.7437,1585.1355,1459.7089,718.1709,3616.3203,2898.1494,-0.2963968,0.48245993,1.0410924,0.012956083,1077.8718,2154.7437,13.705471,157.31451,3923.4893,0.051192682,2.341281e-06,126.12567,126.12567,4357.5884,male,other
744,2980.9087,1990.549,2304.1018,1256.3986,4729.059,3472.6606,-0.122142695,0.07923021,1.5573252,0.019107562,1490.9543,2980.9087,15.137072,152.4233,3979.0623,0.06743224,1.8419847e-06,142.27576,142.27576,6038.4155,nan,nan
745,2988.175,1956.0254,2368.6458,1621.0265,3827.8203,2206.794,0.023946535,0.31354856,1.1264066,0.002709003,1494.5875,2988.175,7.5071435,153.14374,3993.7612,0.10077515,0.000112926966,279.50092,279.5008,5411.864,nan,nan
746,2997.1829,1935.8232,2483.3413,1743.8446,3425.707,1681.8625,0.019564178,0.92409265,1.3058343,0.0063776015,1499.0914,2997.1829,9.154762,153.4016,3994.6003,0.07818405,0.00018649806,190.99231,190.99213,5280.374,nan,nan
747,3428.1638,2016.8865,3001.9167,1713.1249,4829.5474,3116.4224,-0.15447307,0.9517573,1.139345,0.0070075803,1714.5819,3428.1638,10.953818,152.48001,3993.7769,0.071373284,5.9184153e-05,170.30772,170.30766,6641.646,nan,nan
748,2940.983,2092.7847,2224.8025,1379.3796,4155.472,2776.0925,0.11541219,0.68701476,1.4167409,0.0056862114,1470.9915,2940.983,9.101804,152.42703,3995.4875,0.07409187,2.7671245e-05,233.55379,233.55376,5560.547,nan,nan
749,3053.164,2637.207,1736.4498,844.4946,5172.0625,4327.568,0.00048378707,0.06966743,1.4038684,0.0059353355,1527.082,3053.164,4.22469,154.55106,3990.527,0.072150335,0.00014700474,141.65045,141.6503,5028.8164,nan,nan
750,3260.1748,1757.4084,3266.071,1831.5636,4330.609,2499.0454,-0.057868876,0.5223838,1.1995468,0.0063441996,1630.5874,3260.1748,10.016688,152.51505,3994.2942,0.1029581,4.4428827e-05,311.35434,311.3543,5857.119,nan,nan
751,3475.365,2102.1377,3205.0354,1547.3668,4706.6484,3159.2817,-0.021979505,1.2593647,1.7220343,0.010580249,1738.1825,3475.365,13.89376,152.48236,3992.4158,0.084797926,4.134561e-08,255.5567,255.5567,6235.421,nan,nan
752,2522.9866,2115.9612,1786.4851,968.5305,3618.6882,2650.1577,-0.045824476,0.5167979,1.0323634,0.003387413,1261.9933,2522.9866,6.222682,152.98216,3994.303,0.10544962,3.6363013e-05,263.61606,263.61603,4298.351,nan,nan
753,3087.8079,2326.0615,2389.7974,1381.5502,4105.745,2724.1948,-0.15728447,0.7237143,1.3923367,0.009396878,1544.4039,3087.8079,9.150072,152.7565,3990.7405,0.09890002,3.365781e-06,248.17245,248.17245,5769.605,nan,nan
754,3053.0469,1960.9381,2631.1702,1503.5911,3864.6213,2361.0303,-0.036208235,0.38068646,1.2406508,0.0028033452,1527.0234,3053.0469,10.994123,152.87115,3994.8367,0.09605645,0.00017903549,297.8785,297.87833,5476.861,nan,nan
755,3216.42,2085.6775,2501.1013,1650.1421,4694.4883,3044.346,0.002474095,0.118244134,1.4133787,0.0046611833,1608.71,3216.42,6.066101,152.38437,3986.3442,0.11563836,0.00012146414,312.1438,312.14368,5557.332,nan,nan
756,3021.8533,2366.1245,1895.6006,1195.4039,5014.36,3818.956,-0.021766445,0.45373422,1.3912729,0.008400808,1511.4266,3021.8533,8.202665,152.64363,3993.7798,0.08612901,6.3909683e-06,256.37695,256.37695,5565.6333,nan,nan
757,2763.787,1898.7013,2222.228,1354.1593,3777.3577,2423.1985,-0.04045286,0.5608133,1.0868382,0.004692191,1382.3936,2763.787,8.264898,152.3732,3990.6824,0.07367146,0.00039476398,234.87836,234.87796,5097.764,nan,nan
758,2263.0427,1957.1522,1751.1134,998.26587,2537.6396,1539.3738,0.017712379,0.57020044,1.1840569,0.008836539,1132.0214,2263.0427,7.948713,153.31737,3994.15,0.088567786,3.9518756e-05,209.0651,209.06505,4279.3955,nan,nan
759,3408.8342,2325.6064,2455.9475,1438.7582,5406.5,3967.7415,0.10993554,0.69079685,1.5983267,0.0065369564,1704.9171,3408.8342,7.8423634,152.68704,3994.409,0.08952664,7.420801e-05,279.1604,279.16034,6254.1304,nan,nan
760,2821.601,2120.312,2122.106,990.9449,4153.8716,3162.9268,-0.10575251,0.39271054,1.1239574,0.008302572,1411.3005,2821.601,6.0192504,154.7282,3949.8096,0.013598687,1.2242998e-06,29.335691,29.33569,5821.172,male,african
761,2931.5557,1553.928,3153.7278,1507.475,3522.4998,2015.0247,-0.7326172,0.84527797,1.0833172,0.0058310186,1466.2778,2931.5557,9.347708,153.60664,3993.6917,0.01652734,2.1268375e-05,53.053776,53.053753,6267.8,nan,nan
762,2506.399,1285.8961,2370.9463,1444.139,3497.9563,2053.8171,-0.6701101,0.6931921,0.8282117,0.004491604,1253.6995,2506.399,9.249685,152.89008,3995.4536,0.031566262,2.7422132e-06,103.49982,103.49982,5640.27,nan,nan
763,4121.6123,2304.7393,4311.674,1871.5541,5426.0347,3554.4805,0.09740595,1.2258495,1.9623803,0.0126106655,2061.3062,4121.6123,11.720389,152.4142,3994.7395,0.038337693,3.0071956e-07,155.64897,155.64897,7987.761,nan,nan
764,3923.999,1474.2836,4487.773,2397.548,5099.351,2701.8032,-0.12932515,0.86618584,3.5363069,0.008036328,1962.4995,3923.999,48.75177,153.70209,3995.1719,0.012986788,9.828396e-06,10.865197,10.865188,7529.386,male,canada
765,3159.683,2283.3682,3135.0063,938.0437,4787.975,3849.9314,0.31217438,1.6860307,1.780694,0.032884788,1580.3416,3159.683,25.757822,153.18388,3992.1025,0.055758245,1.1513031e-05,174.99547,174.99545,6496.189,nan,nan
766,1637.4382,1662.9481,800.146,551.28064,2182.9556,1631.675,0.28525373,0.3851952,0.82098913,0.006169501,819.2191,1637.4382,9.865446,154.55751,3995.7585,0.08710932,0.00080096547,220.06416,220.06337,3059.408,nan,nan
767,2722.9895,2363.285,1220.2018,751.6402,4736.6255,3984.985,0.25944984,1.102391,1.4015328,0.020003188,1361.9948,2722.9895,15.079387,153.91066,3992.443,0.0629427,5.912236e-06,277.8186,277.8186,5484.756,nan,nan
768,3333.39,1868.3353,3020.2642,1668.7639,4873.014,3204.25,-0.11942055,1.1942234,2.0714214,0.009580408,1667.195,3333.39,21.106329,152.35495,3995.2578,0.0862732,5.8916627e-05,133.3628,133.36273,6222.9214,female,us
769,3482.433,2969.23,1698.7306,997.79486,6715.929,5718.1343,-0.27150816,0.8633795,2.5552714,0.055764563,1741.7166,3482.433,28.970558,153.23682,3993.9197,0.04279789,2.246555e-06,92.57113,92.57113,6447.196,nan,nan
770,3360.5564,2913.3074,1656.7966,880.8308,5380.46,4499.629,-0.26316196,0.8219206,2.7162213,0.056230336,1680.7782,3360.5564,32.221493,152.62422,3995.7898,0.032912366,1.0378288e-07,64.38234,64.38234,6125.658,nan,nan
771,2742.6902,2555.4937,1344.6292,717.42914,4543.4316,3826.0024,-0.14571126,0.5561655,2.261377,0.03273509,1371.8451,2742.6902,26.504463,153.13206,3995.2642,0.04841711,2.0691823e-05,88.71722,88.71719,4917.9526,nan,nan
772,2688.0635,1506.7617,2363.5266,1446.6782,3629.5913,2182.913,-0.1277785,0.3150344,2.0333667,0.004782734,1344.5317,2688.0635,24.698452,152.73314,3995.482,0.048202366,9.2383025e-06,62.104862,62.104855,4787.719,nan,nan
773,2757.839,2676.4329,1247.7246,854.7109,4649.4844,3794.7737,-0.17416307,0.6699182,2.3297496,0.038841974,1379.4196,2757.839,27.490314,152.51152,3995.3975,0.034749646,1.4017434e-05,56.749275,56.74926,4794.179,nan,nan
774,3349.9954,2767.502,1959.0112,1018.6819,5036.077,4017.3953,-0.2228435,1.030694,2.8414361,0.050929613,1675.4977,3349.9954,37.12619,155.49376,3995.2961,0.03578437,2.562641e-07,86.769226,86.769226,6292.734,nan,nan
775,2660.803,1216.0006,2618.2048,1639.845,3520.083,1880.238,-0.12919179,0.3791458,1.8903208,0.0042554117,1330.9015,2660.803,25.768082,153.79678,3995.8694,0.04122098,1.836526e-05,49.30978,49.30976,4901.9507,nan,nan
776,2104.361,1227.6157,1708.6835,1229.2252,2746.4207,1517.1953,-0.09401851,0.34659258,1.4633478,0.002970844,1052.6805,2104.361,18.493456,153.56036,3994.2937,0.048056923,3.6570348e-06,86.820984,86.820984,3667.5789,nan,nan
777,3029.3748,1739.6884,2988.7903,1434.8274,4322.67,2887.8425,-0.20135252,1.048403,1.7169892,0.008141005,1515.1874,3029.3748,15.744067,152.37897,3994.9893,0.034008536,2.8363129e-05,71.82473,71.8247,5903.0483,nan,nan
778,3049.602,2634.9353,1581.5919,1001.5158,5194.3594,4192.8438,-0.172528,0.62079394,2.4958262,0.035648394,1525.301,3049.602,25.983091,152.35426,3995.9443,0.058054682,4.8249956e-07,72.77382,72.77382,5580.914,nan,nan
779,3031.0464,1632.2826,3032.8315,1550.9327,4155.3765,2604.4438,-0.15197198,0.7555636,1.7913617,0.0064730514,1516.0232,3031.0464,18.709608,153.29263,3996.0745,0.033963796,1.6765393e-05,56.35602,56.356007,5681.168,nan,nan
780,3983.0747,3090.375,2964.545,1031.8453,7166.4937,6134.6484,-0.30975175,1.5249218,3.3115125,0.07788689,1992.0374,3983.0747,35.67345,153.31421,3993.687,0.033232205,9.86922e-07,89.36578,89.36578,7489.068,nan,nan
781,2826.2905,1416.2505,2487.3884,1708.3911,4089.2898,2380.8987,-0.14640772,0.62318736,1.5216919,0.006757144,1413.6453,2826.2905,20.10073,152.5951,3993.1301,0.03695416,3.0626227e-06,70.828415,70.828415,5583.6396,nan,nan
782,4027.0754,2276.9612,4870.2188,1305.2513,6033.617,4728.366,-0.20532541,1.0017083,1.3038723,0.03162586,2014.0377,4027.0754,12.299998,152.9665,3985.3037,0.010779197,2.3609637e-05,36.543568,36.543545,9146.618,male,us
783,2649.8452,1819.5521,1848.6814,949.55597,4592.189,3642.6328,-0.04772837,0.4396823,1.4343182,0.0042492314,1325.4226,2649.8452,17.969099,152.65048,3995.38,0.07486341,2.0499256e-05,244.8871,244.88708,5613.3364,nan,nan
784,2475.4058,1947.9471,1427.7877,950.8881,4441.6533,3490.7654,-0.064002454,0.09642726,1.380397,0.004117391,1238.2029,2475.4058,16.211742,152.55183,3996.0146,0.08244662,0.00019774146,177.57469,177.5745,4882.31,nan,nan
785,3061.2827,2090.5151,2174.0889,1164.5524,5191.0474,4026.495,-0.045276053,0.25366983,1.7045432,0.008283205,1531.1414,3061.2827,18.66127,152.42596,3991.8481,0.06699704,6.9684515e-06,101.8316,101.83159,6268.192,nan,nan
786,2771.7947,1891.0742,1640.0577,1136.8491,4877.5376,3740.6882,-0.16681731,0.3859389,1.4102024,0.0073288153,1386.3973,2771.7947,18.190783,152.62012,3985.46,0.09313703,0.00012891891,215.01741,215.01729,5845.4556,nan,nan
787,2867.0818,2143.1213,1685.304,995.62537,4441.776,3446.1506,-0.12325899,0.24610715,1.4742695,0.003960561,1434.0409,2867.0818,8.217974,153.24866,3992.4568,0.1396208,0.0024002877,295.75525,295.75284,5528.465,nan,nan
788,2775.2505,2020.8635,2146.313,1056.3082,4347.634,3291.3254,-0.153199,0.20119193,1.4408897,0.002707483,1388.1252,2775.2505,8.804161,152.4452,3996.0027,0.21213263,0.0021242904,337.54837,337.54623,5295.658,nan,nan
789,3331.535,1884.1896,2700.8335,1853.8601,4670.1567,2816.2966,0.2480531,0.4773059,1.7681783,0.0032115153,1666.2675,3331.535,17.859766,152.8269,3994.3064,0.08266254,0.00048512904,364.45288,364.4524,6134.1294,nan,nan
790,3052.216,2073.8765,3710.0183,1029.2826,4644.517,3615.2344,-0.23783274,0.4508237,1.5917969,0.0041433396,1526.608,3052.216,9.708865,152.45053,3986.4138,0.13720277,0.0010021632,384.59537,384.59436,5934.483,nan,nan
791,2763.5674,2037.9783,1585.5145,974.0574,4439.7764,3465.7192,-0.17419884,0.5875591,1.4335558,0.0035310348,1382.2837,2763.5674,8.12589,152.50345,3993.5205,0.15292393,0.0004971522,333.45242,333.45193,5458.1445,nan,nan
792,3165.6794,2096.4404,2758.2468,1195.3007,4584.057,3388.7563,-0.13042544,0.4666605,1.6793075,0.0030429563,1583.3397,3165.6794,8.935587,152.74641,3994.8953,0.17860736,0.0012259933,428.5261,428.52487,5990.5444,nan,nan
793,2532.5168,1613.0133,2089.4253,1271.4342,3163.3013,1891.867,0.14081442,0.21640682,1.0695301,0.0035836142,1266.7584,2532.5168,11.086669,155.59277,3995.6682,0.11290109,0.003113395,177.64268,177.63957,4691.7803,nan,nan
794,3358.2463,1731.3556,2996.5552,1930.1619,4501.2485,2571.0867,0.12495774,0.16100842,1.6610934,0.0027858447,1679.6232,3358.2463,17.506073,152.61604,3996.047,0.13547136,0.00022029792,403.2178,403.2176,6325.772,nan,nan
795,3513.9685,1560.8036,3217.4465,2263.9417,4552.538,2288.5962,0.22835465,0.52693164,1.7007228,0.0028223437,1757.4843,3513.9685,19.284327,152.84528,3992.3684,0.11847083,0.0005981651,364.0869,364.0863,6658.801,nan,nan
796,3265.9258,1535.0994,3087.833,2226.3108,4244.535,2018.2245,0.23814411,0.54806405,1.7089676,0.002697949,1633.4629,3265.9258,21.13557,153.49246,3995.939,0.15935032,0.0006023764,215.14229,215.1417,6092.645,nan,nan
797,2841.7385,1636.8643,2525.9788,1510.108,3951.5706,2441.4624,0.36090586,0.7080368,1.2228664,0.003517994,1421.3693,2841.7385,12.124182,153.12096,3993.149,0.11251481,0.0039196983,320.01944,320.01553,5443.983,nan,nan
798,2719.7532,1950.3317,1758.7506,1184.5278,4392.5522,3208.0244,-0.061339818,0.24656837,1.325083,0.0025494355,1360.3766,2719.7532,8.951228,152.39081,3990.934,0.207238,0.00085047627,392.1688,392.16794,5173.2993,nan,nan
799,2480.3865,1619.5347,1933.387,1235.1743,3797.7468,2562.5725,0.17034267,0.59194744,1.5873841,0.008383222,1240.6932,2480.3865,18.372171,152.75705,3995.313,0.11677369,4.9444343e-06,188.74234,188.74234,4621.0938,nan,nan
800,2398.5737,1841.6227,1387.8635,817.0215,3989.2263,3172.2048,-0.11177175,0.2712648,1.475136,0.007686729,1199.7869,2398.5737,20.026066,152.3819,3995.776,0.07453931,4.5836667e-05,189.0779,189.07785,4337.047,nan,nan
801,3263.448,2204.3347,2390.7769,1303.0542,5276.1685,3973.1143,-0.15624475,0.6247607,1.7446798,0.021294277,1632.224,3263.448,19.78697,152.36058,3994.7668,0.019261638,6.275084e-06,41.215015,41.215008,6379.271,male,us
802,2680.6768,2086.1929,1673.0687,942.28076,4084.0417,3141.761,-0.14814675,0.21307588,1.4723607,0.014461092,1340.8384,2680.6768,16.311836,152.6098,3993.0469,0.022882145,7.2394265e-05,42.933804,42.93373,5062.5,male,us
803,3755.2263,2321.5168,3477.7544,1667.0392,6120.0938,4453.0547,-0.18072945,0.8796301,1.6624658,0.031713653,1878.1132,3755.2263,16.072454,152.38275,3993.6577,0.023544464,2.5114755e-06,41.59198,41.591976,7784.5786,male,us
804,1789.8329,1292.288,1387.6766,767.04126,2560.7642,1793.723,-0.13230316,0.4497221,0.9128579,0.0043041226,895.41644,1789.8329,7.9473996,152.96733,3992.8933,0.027092325,9.322715e-06,77.872475,77.87247,3210.9375,male,us
805,3828.0054,2324.2903,4030.0977,1495.3239,6028.6484,4533.3247,-0.22996664,1.2024521,1.7426659,0.03126728,1914.5027,3828.0054,19.193827,152.76128,3996.0261,0.016393457,8.447712e-06,46.70075,46.70074,7634.141,male,us
806,2708.1045,2285.9622,1767.8779,721.80994,4569.0786,3847.2688,-0.13659036,0.17867057,1.4750091,0.017951455,1354.5522,2708.1045,16.316887,152.5036,3995.9917,0.01971198,2.5200034e-05,35.866806,35.86678,5304.1953,male,us
807,1924.8473,1266.0768,1602.2566,871.10455,2593.415,1722.3104,-0.070726566,0.29805392,1.0850817,0.0027821965,962.92365,1924.8473,11.675175,153.64922,3995.4097,0.02371722,8.8145025e-06,77.85209,77.85208,3491.1416,male,us
808,2225.5776,1464.5844,2126.282,913.96045,2953.8801,2039.9197,-0.08972734,0.67124355,1.1896374,0.004112007,1113.2888,2225.5776,11.447675,152.69072,3991.8347,0.017085988,2.234144e-06,54.1994,54.199398,3920.4392,male,us
809,2703.8645,2491.0776,1262.5873,736.83966,5202.3447,4465.505,-0.21163006,0.35202998,1.6946548,0.028938992,1352.4323,2703.8645,14.7699375,155.47484,3991.183,0.023290971,9.22815e-06,36.165714,36.165707,5334.589,male,us
810,2798.9177,2239.9385,1739.2607,949.1824,4569.438,3620.2556,-0.22455974,0.44085303,1.4908215,0.019356037,1399.9589,2798.9177,16.837385,152.60353,3993.843,0.018813709,2.2852348e-05,33.348938,33.348915,5388.4854,male,us
811,3450.0562,2375.7004,2648.5122,1436.5894,5823.2417,4386.653,-0.12682614,0.7273248,1.6173488,0.030469777,1725.5281,3450.0562,18.190538,152.34782,3993.0063,0.02066895,2.313251e-06,36.96711,36.967106,6922.0117,male,us
812,3783.2092,2173.226,3920.5635,1748.5262,5738.803,3990.277,-0.23620555,0.7229377,1.7518156,0.02755997,1892.1046,3783.2092,19.380411,152.35666,3993.9473,0.01291098,3.0044916e-05,30.8982,30.898169,7660.2227,male,us
813,3391.344,2089.1255,3134.3083,1623.5077,5016.9917,3393.4841,-0.043141566,0.6183965,1.6800864,0.020332683,1696.172,3391.344,17.825163,152.52837,3996.0007,0.015647043,2.7778864e-05,22.971613,22.971584,6661.6255,male,us
814,3038.741,2135.4822,2190.3706,1188.2185,4778.026,3589.8071,-0.15960747,0.58567315,1.5330389,0.017477823,1519.8705,3038.741,15.618853,152.47723,3993.715,0.015647653,8.81514e-07,25.494032,25.494032,6112.5874,male,us
815,1801.4221,1480.3815,1204.6458,856.54724,2330.7236,1474.1765,-0.14668752,-0.020298641,0.89126056,0.0065877074,901.21106,1801.4221,12.375181,152.34956,3989.6064,0.082300276,4.1761494e-05,281.0258,281.02576,3571.9395,male,nan
816,2043.9987,1741.1364,1316.2113,924.86646,2675.5764,1750.7098,-0.10304191,0.12991801,1.051889,0.010953767,1022.4993,2043.9987,14.977869,152.8717,3989.8164,0.08083032,9.373891e-06,182.1256,182.12558,4053.3496,male,nan
817,2035.7844,1809.234,1198.4342,773.3198,2739.1418,1965.822,-0.15465358,0.105398655,1.1035806,0.009987994,1018.3922,2035.7844,14.0953665,152.97852,3991.4841,0.072255276,1.3392893e-06,184.0,184.0,4033.5894,male,nan
818,1687.7719,1174.3472,1383.335,934.36237,2014.0625,1079.7002,-0.1120803,0.06303706,1.0892053,0.0043028467,844.3859,1687.7719,18.972588,152.43407,3968.2395,0.08825016,4.0136732e-05,261.84177,261.84174,3206.8032,male,nan
819,2162.8816,2108.241,1132.3285,809.8947,2752.081,1942.1863,-0.19289397,-0.048469502,1.2936249,0.021073928,1081.9408,2162.8816,13.891664,154.31425,3989.9546,0.029471813,6.781719e-06,88.792336,88.79233,4449.0454,male,nan
820,1982.9312,1940.6954,1049.2,775.34607,2535.8198,1760.4736,-0.26041228,0.14763932,0.9529744,0.012455535,991.9656,1982.9312,9.434823,153.09764,3953.439,0.036954723,3.0747228e-07,163.57275,163.57275,4057.9202,male,nan
821,1987.6831,1553.4253,1392.4955,937.9342,2507.1414,1569.2072,-0.09346841,-0.09080075,0.90908116,0.006520041,994.34155,1987.6831,12.299054,152.86717,3989.2407,0.075391956,2.7448548e-05,165.47002,165.46999,3866.8086,male,nan
822,1427.8005,932.0089,1147.3871,823.29694,1761.7126,938.41565,-0.07485373,0.19274525,0.9126109,0.0026780616,714.40027,1427.8005,14.516292,153.51682,3988.9067,0.05234599,5.298525e-05,279.749,279.74893,2608.099,male,nan
823,1594.9983,1530.815,1109.5338,782.7417,1599.4253,816.68353,-0.061293386,-0.17721243,0.9346749,0.0096668005,797.99915,1594.9983,12.75642,152.8816,3968.3406,0.12239217,4.5307137e-05,224.11278,224.11273,3226.5864,male,nan
824,1977.8722,1559.0105,1395.2948,984.20526,2412.2622,1428.0569,-0.1185019,0.05504151,1.0662825,0.009566877,989.4361,1977.8722,15.405773,152.71724,3986.3232,0.078016445,5.639575e-06,303.23187,303.23187,3708.4106,male,nan
825,1923.6096,1967.3892,1022.68756,749.32886,2004.0651,1254.7362,-0.16182485,0.22980341,1.1805265,0.018720552,962.3048,1923.6096,15.573839,152.73099,3991.7144,0.03539867,3.1937755e-06,73.07823,73.07823,3847.4744,male,nan
826,1488.2875,1264.3842,1056.8402,867.30865,1541.8268,674.5182,-0.12096963,-0.056406625,0.85255295,0.0066499775,744.64374,1488.2875,9.892069,153.21529,3970.6165,0.14463234,3.2120934e-05,308.13068,308.13065,3084.3464,male,nan
827,1450.9014,1297.4264,1030.8159,706.6249,1589.9412,883.3162,-0.09365629,0.1806791,0.9670399,0.0125246635,725.9507,1450.9014,11.400449,152.50917,3986.4683,0.0968171,9.781181e-06,310.79407,310.79407,2768.2534,male,nan
828,2840.428,1199.0912,3215.2883,1685.0245,3631.6245,1946.5999,-0.09931083,0.901765,1.1867913,0.01011452,1420.714,2840.428,17.245375,152.62122,3991.9617,0.0089291865,1.3355563e-05,13.672561,13.672547,5791.857,male,us
