"meanfreq","sd","median","Q25","Q75","skew","sp.ent","sfm","meanfun"
2636.377,1323.2301,2620.8254,1479.5571,3184.4185,0.421312,2.179272,0.0050771963,37.66436
2363.8516,947.9085,2203.3403,1690.1957,2976.3232,0.25528842,1.7122238,0.0027326962,33.47875
2660.632,980.8193,2548.6658,1951.9316,3290.3647,0.24672334,1.8992616,0.003950173,36.164238
2503.9636,1106.7498,2367.8738,1567.4276,3300.0522,0.2041891,2.0892363,0.0063571213,38.995018
2478.466,997.8117,2265.7288,1799.887,3221.9485,0.26591104,1.8499309,0.0055705956,35.89741
2642.1191,874.86755,2607.7388,2039.7917,3114.4954,0.27354822,1.9959905,0.0046419003,39.928192
2478.7573,1017.39014,2306.0654,1735.0428,3238.2278,0.20232506,1.777251,0.0039237943,34.505424
2658.2922,951.9607,2637.7417,2042.6282,3203.7874,0.25964743,2.1926236,0.004265871,44.191067
2654.7725,1056.2955,2430.5022,1889.2821,3326.7385,0.34606197,2.4420934,0.0040599625,44.129433
2375.2427,840.10486,2431.6423,1716.762,2980.643,0.22265908,1.6806206,0.003346883,35.623577
2506.1772,973.15735,2368.2053,1711.1113,3287.3655,0.28829092,1.9761053,0.0046877437,39.765694
2658.0117,1067.172,2513.8958,1835.9288,3402.7417,0.26029828,2.1248298,0.0054960493,42.16614
2433.063,1102.1923,2228.108,1664.3851,3264.6733,0.11854849,2.0372965,0.005006487,37.678505
2245.7668,1045.6969,1930.2456,1431.4836,2977.756,0.35924894,1.8963065,0.004218759,35.77937
2459.3489,854.73566,2286.2454,1819.4552,2947.8376,0.46632624,1.8625652,0.0029565587,37.143307
2373.9883,1241.2551,2117.9324,1417.2961,3214.1746,0.23060504,1.7430251,0.0045402474,31.499722
2427.6084,1012.6893,2180.43,1672.1477,3204.26,0.28905353,1.9757987,0.003627872,36.82777
2791.7483,1038.5363,2996.3645,1970.3921,3424.9219,0.1918442,2.2788715,0.0087953685,46.042305
2530.7927,985.20435,2303.4504,1856.6832,3130.98,0.22778714,1.9082469,0.0045596845,35.506092
2493.651,976.64734,2366.8025,1823.0956,3088.972,0.24523453,2.0345871,0.005093735,40.136333
2613.2527,1156.0565,2643.3757,1732.4169,3302.5906,0.15697622,2.0320196,0.0045854175,37.509686
2568.7932,877.3282,2560.166,1941.2949,3096.908,0.20573068,2.0281389,0.004741917,38.488853
2515.6921,943.4542,2507.5693,1768.9092,3173.685,0.1105964,1.9824898,0.0054565324,38.05096
2668.7034,1140.5525,2481.8823,1863.9746,3256.9607,0.36754784,1.9728901,0.003859255,37.24659
2679.5557,1017.6321,2875.2385,1734.0953,3429.4922,0.17984493,2.2928786,0.008139481,43.721985
2380.5535,878.8309,2252.435,1757.182,2840.598,0.32773286,1.9905372,0.0030853213,36.59759
2236.5422,880.80237,2051.704,1646.9573,2802.2712,0.36124068,1.7258849,0.0033977872,34.85487
2342.5376,998.2781,2231.8762,1636.7437,3023.8557,0.29639548,1.8094283,0.003924818,36.808025
2591.2253,960.63727,2593.8809,1821.9111,3338.5325,0.2753648,2.226687,0.0073074116,44.542217
2317.972,882.98956,2175.9956,1651.3989,3045.5342,0.062993534,1.5629236,0.0048461743,31.30392
2485.7324,931.2925,2324.6052,1848.1995,3025.6914,0.29983217,1.7810123,0.0047562476,37.239433
2644.7708,1088.452,2502.58,1958.8146,3246.4915,0.24612172,2.1973417,0.006327266,38.0273
2749.57,1098.8955,2760.7888,1960.8097,3325.4106,0.3379151,2.2409072,0.0059571327,41.14904
2713.4265,1163.3894,2756.501,1785.8319,3374.1682,0.23475201,2.1631145,0.006928006,40.548267
2684.399,1088.1072,2465.853,1981.899,3211.605,0.28972143,2.2774696,0.0031128817,41.18206
2559.2405,1088.1829,2279.6533,1758.0396,3363.5234,0.17084877,1.9304242,0.0046736463,36.783707
2513.3318,949.02527,2374.5552,1828.5457,3110.4802,0.3599265,2.0072567,0.0043938085,40.160793
2805.6873,1046.2281,2724.0034,1959.178,3372.864,0.38604912,2.0274258,0.0035165616,38.261936
2644.4607,908.7258,2576.2559,2101.4565,3135.8525,0.34566092,1.7299875,0.0032751884,35.157715
2462.2488,1130.9009,2176.7107,1574.691,3265.353,0.15235594,1.9691442,0.0055717775,35.54427
2713.7605,972.48895,2857.658,2055.5454,3408.6638,-0.017477555,2.3237333,0.007717599,45.135166
2431.2837,1008.8459,2315.8225,1686.4071,3060.8784,0.07293017,2.0938568,0.005635762,38.458714
2999.7322,996.91205,2883.376,2492.2102,3364.4785,0.2326245,2.4533474,0.0066819466,47.881836
2455.3455,1089.5642,2266.1467,1709.4989,2985.2576,0.3678793,1.8564284,0.0028157616,32.87079
2546.1611,1018.06256,2525.6682,1743.1827,3230.2983,0.14515896,2.037632,0.0045050373,40.30607
2728.8743,898.0839,2797.4016,2013.7876,3380.603,0.13079982,2.0794225,0.005754055,42.489616
2567.8125,1060.1388,2606.0884,1836.9762,3162.8264,0.47320718,1.7962477,0.006133967,32.485012
3011.718,1175.9827,2902.099,2177.2185,3657.2861,0.1948258,2.2925236,0.005098819,42.839798
2660.4822,1028.4695,2658.1274,1848.1316,3266.3054,0.25008568,1.9755574,0.004703281,38.132782
2619.3289,1012.72675,2639.8335,1866.2162,3249.55,0.35703984,1.8787899,0.004166455,38.64509
2849.1965,1266.894,2641.144,1964.2185,3457.5957,0.33550864,2.04999,0.0034848226,36.85562
2281.2405,1134.4213,2118.4473,1333.8672,3082.93,0.25671086,1.6566187,0.0046464275,32.11316
2450.2131,1019.73334,2222.8174,1652.4862,3217.3425,0.24115026,2.0366163,0.004594306,38.625614
2572.6177,1259.6614,2603.6108,1466.4567,3578.9243,0.24005213,2.2579281,0.009220409,41.80656
2290.2815,939.79596,2061.5352,1674.0651,2768.7769,0.21538015,1.5435302,0.0029562665,30.31009
2548.7686,1120.7314,2353.9092,1744.334,3290.3042,0.114158,2.3096285,0.0073163495,40.580086
2760.2974,969.3585,2616.5574,2038.548,3337.1465,0.46629342,1.774366,0.0037105156,36.386547
2757.926,1001.55066,2953.59,1892.3225,3442.7354,0.3027636,2.1397433,0.0064853244,42.342293
2399.7207,887.0774,2306.4253,1830.6594,2976.7163,0.26165333,1.8610549,0.0054520154,38.289093
2644.2446,1142.2583,2485.69,1947.0931,3283.1545,0.15991889,2.1690729,0.0062530255,40.5874
2830.8684,1225.0587,2587.194,1838.4059,3547.6401,0.2562347,2.0253897,0.00653502,36.43832
2176.598,1061.2509,1778.0161,1358.288,3207.059,0.2224029,1.6129031,0.0042846194,30.328388
2623.3022,1124.9164,2538.9788,1784.4279,3334.5447,0.24378207,1.8980156,0.004147681,37.700825
2693.531,989.7814,2576.8545,1973.0708,3342.1887,0.3144558,2.1448581,0.0057099336,41.417603
2428.3376,1018.6351,2185.304,1759.2966,3018.939,0.356842,1.876305,0.0051956396,37.09682
2669.4607,1094.1465,3041.8271,1757.4858,3409.9226,0.33214867,2.27915,0.00766649,42.770042
2715.2878,1019.9706,2776.2566,1942.6321,3398.483,0.23295417,2.2701378,0.004304115,45.33699
3837.022,2534.9822,3915.8223,1317.5143,6104.0947,0.09406396,1.9848411,0.012263843,14.665037
1682.2198,1866.1887,963.24005,609.0417,1940.4753,0.15191638,0.96340376,0.179505,6.9691296
2811.4678,2163.0847,1664.9325,1089.4773,4864.322,0.1602101,1.3911606,0.0064055696,14.749022
3314.3865,2764.5798,2395.8386,1290.2493,6251.7544,0.11013186,1.9147508,0.23022662,14.262505
3601.6829,2888.3215,2373.8425,1168.2023,6612.828,-0.1235949,2.2755704,0.12433288,16.762201
3094.7688,2418.4116,2049.3801,1305.6095,4951.8877,0.12632377,1.8584313,0.10923649,15.923939
3329.578,2308.874,2244.2412,1349.3289,5612.7246,0.27608073,2.4560258,0.020048682,23.693401
2170.314,2591.5327,1269.1437,0,3902.7979,0.020098757,1.336267,0.48886004,13.225256
2586.692,2209.0308,2210.2751,972.5242,3402.1409,0.14754525,1.3279175,0.20095903,10.582467
3044.568,2538.8987,2315.1482,1185.3981,5553.936,0.096175864,1.6156676,0.19707283,12.007716
4171.019,2711.152,2642.1282,1839.2365,7270.3135,-0.004865384,1.8006436,0.037345704,15.991418
3364.899,2605.6619,2269.4175,1446.7716,5482.716,0.14508574,1.8805205,0.10660724,20.06638
2653.067,2337.5066,1683.1141,1140.8525,3476.9197,0.17000136,1.6551815,0.06291492,14.804613
3857.444,2942.6409,2195.8413,1400.9343,7233.3696,-0.16304614,2.1169875,0.061092738,17.840525
3395.6672,2262.216,2909.1182,1234.4331,5302.163,-0.060311966,2.9388466,0.04120088,31.093328
3378.2686,2511.2559,2285.581,1420.431,5487.773,0.16357931,2.3331301,0.057756454,22.56283
3697.1897,2680.8901,2754.725,1447.5371,6697.6455,0.17670126,1.7183025,0.04536921,14.1616335
2906.619,2383.0217,2071.2927,1380.7482,4123.5356,0.016266009,1.6722913,0.14352666,11.636354
3030.3655,2191.5154,2113.9495,1556.6652,4033.8691,0.05270151,1.676224,0.055791315,14.861341
3030.464,2349.11,2073.2144,1357.087,4231.7134,0.29928082,1.5573163,0.067122,14.853798
3148.7012,2529.927,2446.1401,1162.9738,4531.649,0.10905267,2.0226822,0.08690843,23.429052
3247.1772,2581.9915,1907.7859,1228.5707,5650.107,0.02650896,2.2757611,0.045547154,21.556591
3310.0334,2720.355,1852.9481,1308.8356,6134.091,-0.2191232,2.5520349,0.06713776,24.385921
4207.2705,2605.5066,3289.1348,1772.7421,6944.4604,0.03941403,2.2172904,0.042784996,20.019346
3852.0354,2293.1973,3548.458,1701.99,6047.794,0.043372713,3.0632758,0.025441067,28.19155
3115.3835,2365.064,2180.7761,1443.0741,4682.6426,0.10000954,2.4318604,0.08728418,25.201702
3606.723,2270.709,2910.5117,1706.0205,5865.662,0.17245378,2.7614045,0.04079567,26.683039
3143.811,2494.4043,2060.9316,1157.6815,5394.812,0.20562692,2.4579513,0.03562604,23.756805
3434.059,2455.9055,2321.8381,1289.3568,5789.5234,0.06103263,2.5804784,0.039186615,23.784796
3647.7783,2464.089,2760.8857,1531.6337,6021.903,0.31713676,2.2518313,0.05227936,17.637924
3474.0337,2320.1392,2642.9353,1601.1444,5042.5654,0.13397142,3.0130043,0.02417838,29.353783
3497.692,2485.412,2349.8877,1606.6852,5920.687,0.12247781,1.8593543,0.085829005,15.526176
5208.758,2700.141,6492.3574,2589.3054,7635.22,-0.02366821,2.2758913,0.075183764,19.431692
2692.0044,2061.4724,1755.7985,1189.5675,4321.298,0.27244684,1.79971,0.05425272,20.029593
3404.484,2408.43,2438.321,1508.3804,5490.522,0.1098451,2.06057,0.06859779,18.348053
3574.1453,2617.7698,2388.6838,1252.3542,6095.1196,0.19262244,3.0016553,0.044820763,27.547726
2923.4448,2408.9932,1938.8124,1169.5739,4400.3853,-0.07601466,1.9488018,0.12829293,18.614746
4555.323,2738.7231,4782.918,1828.5924,7198.5796,0.25718006,2.307969,0.05347011,19.29726
3662.9229,2516.7087,2651.8044,1537.404,5997.694,0.13526943,2.0905612,0.04093705,16.201948
2839.103,1663.0934,2263.742,1462.0782,4364.1235,0.38806742,2.6562045,0.0056033805,30.28371
3916.1777,2799.6274,2918.0442,1726.6086,7020.7095,-0.09660015,2.055556,0.14410777,16.89746
2618.9028,2177.17,1594.2725,1076.4192,4036.4932,0.14327523,1.599491,0.0481505,15.193027
3390.1602,2332.5376,2334.7869,1594.0548,5618.526,0.1874508,1.9498653,0.052831836,17.081034
4056.6619,2609.2383,3662.7024,1975.4663,6185.126,0.045062907,2.8433933,0.11794066,24.173912
4411.6,2667.612,3932.2314,1787.3514,7134.619,0.2781075,2.9115849,0.07870544,26.97346
4194.564,2516.3667,4765.8047,1889.471,6514.7646,0.2133419,2.4699388,0.017910777,18.762148
3111.2434,2490.4502,1991.9948,1232.4993,5156.5073,0.27196154,2.0986803,0.098469414,16.128792
4103.026,2760.7625,2899.8188,1598.1141,6986.556,0.111854576,3.0198967,0.08828946,29.64561
3016.566,2198.4824,2271.9324,1542.5775,4312.06,0.049157735,1.6115805,0.09504306,11.795212
4090.286,2491.4126,3279.2231,1959.3342,6694.366,0.009944161,2.2001889,0.06432259,19.749512
3015.9404,2522.0283,2095.1316,1376.3093,4749.373,-0.027363349,1.9674575,0.17723897,15.347282
2805.4556,2578.9653,1790.4027,991.1309,3423.846,0.27498454,1.3801008,0.11583582,16.041723
3793.6575,2947.9275,2524.8545,1301.2706,7121.0063,-0.098236546,2.0678117,0.15532732,20.579012
2903.43,2579.1345,2102.0696,1294.0491,4439.8403,0.13218622,1.4374576,0.21997039,14.986013
4317.734,2919.5676,3985.6506,1931.6622,7308.2144,0.07797771,2.6835327,0.19962823,18.956558
3262.631,2317.4243,2275.3496,1363.7787,5345.396,0.055449147,2.4002392,0.045201745,22.917845
3664.1948,2673.3303,2648.6782,1672.6123,6511.3047,0.114391044,2.153341,0.13633056,17.972256
3110.5576,2376.5254,2061.049,1331.007,4618.9307,0.083923265,2.7243044,0.02676899,27.833656
3181.7397,2254.2556,2338.432,1440.8235,5059.7295,0.20995839,2.1137366,0.036360405,22.32699
4235.922,2910.4207,3752.6846,1850.7024,7017.1514,-0.2521592,2.543682,0.17502092,19.63986
3907.004,2170.718,3786.4338,2011.891,5458.4517,0.19934063,3.33305,0.042513862,32.965446
4073.8936,2665.1567,3715.176,1639.9617,6404.4766,0.064885214,2.5228891,0.10388903,23.54483
3196.1067,2617.2712,1956.9365,1439.473,4972.017,0.13888606,1.7232016,0.078419894,19.038986
3056.5,2547.2654,2323.942,927.7905,5288.22,0.19124591,1.4565082,0.12742488,11.1082325
3779.5073,2538.3018,2931.5059,1676.1613,6361.613,-0.027774233,2.811299,0.097163975,22.531393
3711.4895,2563.802,2831.3618,1622.6407,6159.1455,-0.020072734,2.349718,0.09154827,18.62315
4015.7368,2500.5366,3196.1565,1941.3204,6468.2,0.17936043,2.0447366,0.07230583,20.08526
4250.156,2623.647,3565.8618,2104.056,7021.7876,0.015377514,2.1406481,0.086120725,20.231178
3367.4114,2550.3162,2521.0508,1239.1901,5578.8867,0.2662446,1.767175,0.09028391,15.869044
3498.769,2319.3738,2825.7595,1415.8788,5745.998,0.17590268,2.6808312,0.02359148,25.24663
2654.7808,2177.1543,2136.5757,1185.0447,3372.1606,0.15281874,1.63316,0.130992,11.298724
3983.4268,2412.8447,3150.6602,1897.305,6225.695,0.038594346,2.2331293,0.047264274,18.627449
2640.872,1925.238,1838.1608,1139.017,4214.066,0.27815554,2.0803192,0.011572375,23.166534
3542.9138,2604.182,2913.331,1535.3728,5677.8135,0.06538266,1.9648848,0.16104081,16.578444
3821.369,2708.6218,2739.4697,1679.8802,6399.697,0.14354861,2.8008606,0.1088587,26.177488
2976.208,2396.6438,2300.7263,1285.7809,4907.925,0.18144849,1.7139232,0.17266211,16.51533
3081.8184,2821.9248,1695.807,962.957,5934.7153,0.1902074,1.9331812,0.2083491,13.5397835
4132.4023,2633.056,3759.5544,1879.4021,6444.5815,0.050999187,2.5030503,0.089790136,22.747202
3847.9104,2642.429,2977.9167,1673.9724,6691.857,0.31601638,1.979915,0.10308434,12.5751095
3407.484,2162.2322,2965.7449,1486.5963,5295.131,0.2564571,2.7207623,0.03312757,28.39625
2637.585,2493.1077,1645.76,1035.2014,3673.4768,-0.009778219,1.6036272,0.17323554,14.194569
3344.9275,2412.9463,2050.114,1541.4064,5065.2056,0.1508697,1.632013,0.042310126,10.128601
4271.8965,2512.2678,4061.7656,1890.9191,6652.1333,0.16453466,3.118217,0.039791293,32.07973
3523.464,2492.16,2304.0955,1395.4298,6005.1865,-0.038900398,2.700253,0.057773996,26.176802
3050.8655,2648.0835,1595.3085,1086.3694,5402.516,0.16478111,1.742425,0.046583243,10.653062
5002.4766,2736.6846,5621.454,2541.1074,7793.556,0.091396764,2.7321944,0.0702304,27.12533
2637.5496,2570.2456,1535.6852,844.90344,4027.4727,-0.14407465,1.4202439,0.20377864,11.882821
3425.7856,2593.801,2286.5073,1415.5222,6005.2153,0.073871695,2.043404,0.08663132,14.940385
4523.7573,2682.0059,4235.141,2054.049,7303.152,0.25018308,1.9741998,0.050305843,18.119614
4027.032,2850.7524,3577.9685,1388.5885,6969.0923,-0.07430752,2.2551987,0.16503626,16.413528
2775.362,2159.925,1849.2279,1205.6459,4367.54,0.1791377,1.6901453,0.056977574,16.08443
3143.3752,2292.6018,2147.1995,1305.3218,5223.0093,0.16389439,2.657114,0.0798804,23.377567
2783.491,2660.0454,1825.1198,947.7372,4223.2314,0.08631547,1.195117,0.26177046,10.434077
3502.5925,2936.6274,2635.0513,1210.4445,6748.9956,-0.005402446,2.3421624,0.22804193,17.258947
3479.6729,2693.4246,2504.8398,1397.1239,6065.139,0.29286513,1.9174469,0.1698297,16.540634
4191.052,2902.1182,3299.7427,1626.9955,7323.695,-0.07207169,1.8527963,0.15346801,12.998654
3804.4722,2732.1125,2548.407,1358.9333,6582.4463,0.1447353,1.9462163,0.08501298,18.918306
4138.367,2454.6753,3605.1606,2028.6321,6597.595,0.049306303,3.270081,0.058063924,32.18951
4309.172,2796.408,4283.5586,1548.6898,7124.246,0.009177441,2.941023,0.09643486,28.469652
3147.6333,2475.214,2276.822,1350.1914,4646.257,0.13901635,1.9272512,0.078260235,15.713182
3908.6423,2746.0146,2793.78,1386.2356,6583.015,0.20811823,2.8244526,0.10027898,22.977066
3920.4648,2619.9226,2854.298,1494.9036,6455.765,0.15623942,2.0411837,0.046422143,14.335204
3601.4814,2421.687,2840.7803,1390.7235,6076.461,0.06579415,2.8581855,0.06410933,25.44967
3593.1145,2640.786,2423.6006,1532.5089,6375.1377,0.12980166,2.0074754,0.12552947,16.402866
3205.1204,2889.3337,1694.2692,938.8692,6605.5957,0.2031124,1.5459446,0.16252038,10.990946
3370.7324,2407.6462,2525.184,1259.1152,5068.469,0.13636002,2.1918886,0.1063289,21.679577
4470.56,2851.9907,5214.6094,1728.9393,7286.202,0.020286549,2.4022589,0.09220136,14.910526
3616.6008,2970.7063,2727.7869,1211.3485,6729.4297,-0.054213814,1.9249402,0.24744807,17.443052
3677.1418,2412.1323,2731.0925,1594.593,6119.0933,0.12817654,2.6667256,0.025627276,22.531212
3501.2776,2615.7627,2376.119,1434.8093,5836.4487,0.020426761,2.3838823,0.059607174,17.468443
3095.312,2406.3638,2066.417,1181.3464,5326.7285,0.2886239,2.1794364,0.06265221,18.464962
3570.1106,2900.5293,2643.7915,1242.3779,6513.3306,9.2059374e-05,2.1082745,0.2567226,18.6202
2163.8374,2188.9788,1699.1261,0,2949.0923,-0.11444163,1.2967707,0.2911466,13.146417
3534.966,2609.627,2622.2239,1370.7006,6130.524,0.005560753,1.8819058,0.11880074,14.712492
3180.5527,2642.3755,2107.0425,1223.8375,5301.022,0.08127954,2.278634,0.1258654,16.997002
3015.9873,2650.4888,2042.2415,1278.3055,4946.4424,0.15633217,2.1145232,0.21186903,15.95272
4411.0884,3105.164,3133.0427,1284.983,7621.3574,0.1238511,2.0109673,0.07675,17.34447
4667.1724,2760.1123,5025.1743,2411.2195,7461.0254,-0.29788885,2.3022997,0.1277207,19.253275
2944.6812,2198.557,2229.717,1335.7139,4335.011,0.23177561,1.7173445,0.07081927,16.292246
3215.6729,2599.9302,2438.7441,1430.4545,5213.2095,0.017258026,1.7482154,0.17184775,11.9815
4344.2964,2727.648,3981.761,1873.526,7301.087,-0.121598005,2.6528053,0.10131397,22.177652
3392.9795,2602.7344,1985.8389,1335.5282,6466.919,0.23244119,1.8923753,0.043226916,16.388103
3186.6924,2417.0095,2759.3096,1324.2595,5070.5957,0.032230597,2.018164,0.1654939,20.415848
3789.5212,2773.8555,2854.101,1501.2988,6624.354,0.11222553,1.9957473,0.17151223,16.028784
3635.524,2543.6714,2764.1233,1247.6764,5682.7886,0.2077184,3.720142,0.024716804,30.060856
3117.122,1969.0336,2407.311,1634.5209,4631.272,0.11887965,1.9942068,0.040616,17.98894
3379.311,2757.6633,1978.892,1105.2787,6497.6304,0.26395717,1.8532416,0.07544762,12.062514
3511.4902,2456.319,2228.68,1670.151,6291.329,0.20384637,2.0168319,0.024890026,15.954186
4180.5044,2350.6956,4193.1377,1984.4237,5949.7354,0.14956446,3.183989,0.0329317,26.63483
3782.2046,2654.4468,2858.5671,1324.3419,6486.617,-0.041476246,2.8348026,0.033867918,21.048513
2723.8723,2326.1528,2353.4949,1014.68475,4135.9956,0.18046442,1.3352951,0.22451778,10.025378
3707.2925,2320.6165,2793.0454,1786.6384,5543.162,-0.20012777,2.281882,0.049463864,22.922108
2987.8684,2643.6194,1891.8369,1171.095,4719.5737,0.07234688,1.683784,0.11106752,14.972996
2742.8032,2571.6235,2002.5122,0,4808.322,-0.027326804,1.4642946,0.29134068,12.199089
3485.269,2667.5269,2007.8539,1383.2316,6412.286,0.1175591,2.22041,0.0534336,21.609093
3296.5583,2014.3802,2581.3325,1738.4768,4737.969,0.17924759,1.7877706,0.01564784,19.816536
3379.6838,1355.74,3108.3865,2322.7283,4196.899,-0.014833209,1.5859413,0.016285332,16.37668
3278.6382,1882.4465,2676.224,1832.413,4691.4697,-0.2507506,1.8547041,0.025840713,18.982098
3579.9663,1956.8817,3199.8533,2047.207,4694.2803,-0.03597724,2.224973,0.012526769,25.844252
1959.7959,1137.6489,1536.449,1127.152,2668.7788,0.20091197,0.7109837,0.009819606,4.1012893
2421.7424,1469.7819,1686.4124,1187.438,3703.3909,0.081340574,1.1242657,0.014326969,10.929452
3224.2527,1268.7028,3757.5647,2074.7373,4043.1746,0.16918495,1.4077178,0.02365851,19.118145
3034.3171,1595.1887,2815.4775,1585.4598,4073.5696,0.15160057,1.1852638,0.01670722,6.7300158
2317.6448,1785.9985,1415.1093,859.5993,3550.4368,0.27378002,1.2032113,0.004295233,12.951109
1942.5493,1526.0006,1158.6394,841.6955,3394.8618,0.2332818,0.84100455,0.005075659,8.804291
2388.816,1696.2122,1472.2109,1046.8553,3962.9165,0.13027029,1.1114883,0.006500232,10.177959
2698.9473,1800.7825,2091.1023,1058.1677,3918.3826,0.16556668,1.1932893,0.006717504,10.20254
1516.8138,1421.9978,979.33405,686.28455,1489.4073,0.31887445,0.8426358,0.0043494073,6.4696183
2955.2258,2082.1677,2752.1704,1225.6105,3709.7844,0.20037512,1.174485,0.004304083,7.8634567
2048.3372,1509.6047,1394.1943,1097.418,2630.5122,0.32861072,0.9748426,0.005838095,9.666632
1812.7697,1534.7653,1412.2567,1054.5007,1787.2649,0.22455315,0.9880708,0.007976692,7.008378
1937.6998,1479.1488,1256.4211,981.7257,2993.065,0.3316968,0.76908636,0.00358415,9.197754
1456.8395,739.7413,1401.4086,951.52905,1725.7913,0.101468705,0.6502347,0.0032654174,6.3907666
2187.0686,1579.3142,1466.2188,1087.1095,3072.9307,0.23338985,1.1167569,0.0054275836,10.577991
2614.7156,1930.9313,1716.2507,1135.8875,4095.3804,0.269292,1.3186128,0.0077656205,13.432293
1789.3639,1438.3749,1456.6187,1039.4408,1827.9442,0.15612474,0.86401004,0.004020286,6.292855
2296.4543,1826.6257,1346.3905,985.36566,3257.9824,0.26801467,1.1001449,0.0046210056,8.893394
1955.9268,1533.6566,1449.8206,1178.0668,1927.9711,0.24663958,0.8699512,0.0027930378,7.955751
2280.3066,1574.1549,1361.3353,1096.6016,3632.7595,0.15293014,1.0008827,0.0062255287,9.273429
1663.5245,978.232,1442.646,1055.8965,1928.6594,0.16366449,0.7033384,0.004417499,7.674137
2246.1206,1659.3574,1300.2129,893.2693,3858.347,0.26308793,0.9341519,0.0050046374,9.186556
1582.9559,1449.2522,989.0345,774.8447,1389.9263,0.2512834,0.8540699,0.0026871387,7.440698
2207.4355,1688.6935,1365.5881,1061.5372,3251.3748,0.32511723,1.0531495,0.0055725365,9.497092
1883.2107,1455.0144,1229.2505,918.9026,2471.131,0.2605769,0.88776845,0.0061282776,9.835864
2046.9116,1446.2356,1339.5234,959.1518,3411.118,0.2893327,0.9647027,0.00399562,9.356188
2413.2336,1788.5841,1490.4795,979.0212,3697.6953,0.1164188,0.9118346,0.004095357,7.7210383
2967.8806,1915.5009,2853.599,1178.848,4242.9204,-0.02476434,1.465592,0.010047476,11.237249
2509.503,1679.2974,1607.6012,1214.8197,3915.503,0.13128033,1.2948812,0.0052596503,14.4746275
2072.6284,1836.5586,1300.326,925.54553,2665.6262,0.29183212,1.1068654,0.0066922004,9.110063
2423.1948,1661.3942,1694.4954,1187.8895,3528.5908,0.28101763,1.2886379,0.0047063376,14.647447
1617.2974,1117.5747,1143.6937,779.0686,2640.305,0.13460013,0.6501421,0.0031187732,7.236071
2341.5767,1918.8999,1380.1447,848.07855,3772.2634,0.2464585,0.9053861,0.004003861,7.6435385
2033.4036,1686.8297,1225.1818,908.0749,3012.7126,0.22674374,1.0168452,0.004618579,8.573603
1961.2842,1837.5259,1311.8976,1012.412,1784.8827,0.29000714,0.91854393,0.0026928685,6.7796555
1591.0454,1113.3295,1352.885,1107.2986,1563.2042,0.33195964,0.8963188,0.0040666326,8.265731
1566.6279,1344.5222,1252.516,928.0926,1715.4972,0.1560787,0.73825186,0.0029053825,5.315419
1854.8815,1613.6237,1290.3848,916.01746,1937.7653,0.1586332,0.83764905,0.0023694278,5.692661
2361.8545,1750.8304,1492.9226,1055.9885,3717.4773,0.2666534,1.1996393,0.0048526134,9.85768
1872.369,1606.9774,1137.2152,862.912,2978.05,0.47913903,0.949837,0.006510322,7.2151227
1802.0059,1389.8129,1188.2231,876.3918,2485.9998,0.25362936,0.75049555,0.0032147607,7.9148784
2471.0205,1650.3474,1576.647,1008.2193,4082.053,0.17351016,1.1032543,0.006416656,11.356957
2591.6401,2055.3547,1487.6226,1137.9479,3723.4685,0.103292964,1.1774052,0.008358875,10.43021
2025.4667,1517.393,1279.4518,920.6038,3196.961,0.15608886,1.1562024,0.0059584137,12.409397
1520.6049,1096.5453,1141.0936,851.2935,2040.5074,0.18211877,0.7958722,0.004320253,7.600701
2594.411,1792.6747,1447.0734,1175.681,4204.696,0.2699476,1.4312639,0.0061223884,16.84781
2310.8765,1665.5923,1443.8694,945.26917,3748.818,0.30770406,1.1589328,0.0040789363,13.199756
2368.244,1884.3243,1402.1932,964.8777,3759.584,0.20454471,0.93058395,0.0044105086,7.7530074
2141.3962,1692.7198,1263.0704,878.7299,3448.3542,0.32315335,1.0234206,0.0024648418,9.857044
2019.0691,1743.7527,1205.7067,871.7663,3176.8257,0.35139892,0.8414322,0.003951498,6.704675
1773.8579,1544.4861,1096.8694,792.1343,2313.756,0.35152245,0.75445414,0.0029600991,5.3260627
1732.8317,1404.3148,1148.8657,905.96423,1686.0283,0.4897937,0.95508015,0.005131135,10.019645
2120.5525,1726.7605,1222.4497,904.7631,3593.7937,0.18799612,0.9610303,0.0048848116,8.861749
2103.5793,1535.9523,1256.1317,959.3338,3797.4636,0.28118426,0.8969423,0.0049486673,9.478034
1754.7153,1594.4375,1260.421,1031.7025,1660.731,0.23810136,0.93005484,0.0019225737,7.885204
2437.7732,1947.9846,1632.2958,1026.0187,3854.798,0.13480957,1.0474856,0.0065855267,8.8873205
1640.1609,1101.044,1362.2477,1112.9684,1768.4396,0.3098508,0.78741884,0.002928258,7.8636956
1901.126,1691.8129,1175.8054,887.3431,2821.1067,0.3229293,1.010738,0.011260396,9.340895
2415.199,1792.5609,1436.7905,1048.5393,4165.732,0.29162112,1.1634572,0.00901141,9.686517
2379.8416,1920.321,1314.2693,935.4843,3884.2878,0.2664793,1.0922667,0.004905985,10.052859
2380.8843,1916.9376,1421.6489,943.91486,3757.8403,0.19083159,0.9829942,0.0039981897,9.043954
2317.6116,1976.2369,1292.5038,961.7934,3666.8132,0.3054547,1.0811347,0.0049129943,8.605079
1726.0917,1466.4133,1311.3306,1001.4852,1770.4886,0.2682956,0.9627155,0.0015137515,9.602415
